Tabela,Característica,Universo,APOND,Código,Categoria,Contagem agregada,Percentual bruto (%),Percentual no domínio aplicável (%),Fora do domínio aplicável?,Denominador observado,Denominador no domínio aplicável,Regra do domínio aplicável
E01,Circulação da via,Faces,3516309001,V05404,Aquavia,0.0,0.0,0.0,NÃO,333.0,331.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Faces,3516309001,V05405,Saltado,2.0,0.6006006006006006,,SIM,333.0,331.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E02,Pavimentação,Domicílios,3516309001,V05006,Sim,4640.0,95.4143532798684,95.4143532798684,NÃO,4863.0,4863.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E02,Pavimentação,Domicílios,3516309001,V05007,Não,223.0,4.585646720131606,4.585646720131606,NÃO,4863.0,4863.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E02,Pavimentação,Domicílios,3516309001,V05008,Não declarado,0.0,0.0,,SIM,4863.0,4863.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E02,Pavimentação,Moradores,3516309001,V05206,Sim,12916.0,95.36326048434731,95.36326048434731,NÃO,13544.0,13544.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E02,Pavimentação,Moradores,3516309001,V05207,Não,628.0,4.636739515652687,4.636739515652687,NÃO,13544.0,13544.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E02,Pavimentação,Moradores,3516309001,V05208,Não declarado,0.0,0.0,,SIM,13544.0,13544.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E02,Pavimentação,Faces,3516309001,V05406,Sim,301.0,90.39039039039038,90.93655589123867,NÃO,333.0,331.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E02,Pavimentação,Faces,3516309001,V05407,Não,30.0,9.00900900900901,9.06344410876133,NÃO,333.0,331.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E02,Pavimentação,Faces,3516309001,V05408,Não declarado,2.0,0.6006006006006006,,SIM,333.0,331.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E03,Bueiro / boca de lobo,Domicílios,3516309001,V05009,Sim,3374.0,69.38104050997327,69.38104050997327,NÃO,4863.0,4863.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E03,Bueiro / boca de lobo,Domicílios,3516309001,V05010,Não,1489.0,30.618959490026732,30.618959490026732,NÃO,4863.0,4863.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E03,Bueiro / boca de lobo,Domicílios,3516309001,V05011,Não declarado,0.0,0.0,,SIM,4863.0,4863.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E03,Bueiro / boca de lobo,Moradores,3516309001,V05209,Sim,9397.0,69.38127584170111,69.38127584170111,NÃO,13544.0,13544.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E03,Bueiro / boca de lobo,Moradores,3516309001,V05210,Não,4147.0,30.61872415829888,30.61872415829888,NÃO,13544.0,13544.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E03,Bueiro / boca de lobo,Moradores,3516309001,V05211,Não declarado,0.0,0.0,,SIM,13544.0,13544.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E03,Bueiro / boca de lobo,Faces,3516309001,V05409,Sim,189.0,56.75675675675676,57.09969788519638,NÃO,333.0,331.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E03,Bueiro / boca de lobo,Faces,3516309001,V05410,Não,142.0,42.64264264264264,42.90030211480362,NÃO,333.0,331.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E03,Bueiro / boca de lobo,Faces,3516309001,V05411,Não declarado,2.0,0.6006006006006006,,SIM,333.0,331.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E04,Iluminação pública,Domicílios,3516309001,V05012,Sim,4758.0,97.84083898827885,97.84083898827885,NÃO,4863.0,4863.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E04,Iluminação pública,Domicílios,3516309001,V05013,Não,105.0,2.1591610117211597,2.1591610117211597,NÃO,4863.0,4863.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E04,Iluminação pública,Domicílios,3516309001,V05014,Não declarado,0.0,0.0,,SIM,4863.0,4863.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E04,Iluminação pública,Moradores,3516309001,V05212,Sim,13224.0,97.63733018310691,97.63733018310691,NÃO,13544.0,13544.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E04,Iluminação pública,Moradores,3516309001,V05213,Não,320.0,2.362669816893089,2.362669816893089,NÃO,13544.0,13544.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E04,Iluminação pública,Moradores,3516309001,V05214,Não declarado,0.0,0.0,,SIM,13544.0,13544.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E04,Iluminação pública,Faces,3516309001,V05412,Sim,304.0,91.29129129129129,91.8429003021148,NÃO,333.0,331.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E04,Iluminação pública,Faces,3516309001,V05413,Não,27.0,8.108108108108109,8.157099697885197,NÃO,333.0,331.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E04,Iluminação pública,Faces,3516309001,V05414,Não declarado,2.0,0.6006006006006006,,SIM,333.0,331.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E05,Ponto de ônibus,Domicílios,3516309001,V05015,Sim,1268.0,26.07443964630886,26.07443964630886,NÃO,4863.0,4863.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E05,Ponto de ônibus,Domicílios,3516309001,V05016,Não,3595.0,73.92556035369114,73.92556035369114,NÃO,4863.0,4863.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E05,Ponto de ônibus,Domicílios,3516309001,V05017,Não declarado,0.0,0.0,,SIM,4863.0,4863.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E05,Ponto de ônibus,Moradores,3516309001,V05215,Sim,3380.0,24.955699940933254,24.955699940933254,NÃO,13544.0,13544.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E05,Ponto de ônibus,Moradores,3516309001,V05216,Não,10164.0,75.04430005906674,75.04430005906674,NÃO,13544.0,13544.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E05,Ponto de ônibus,Moradores,3516309001,V05217,Não declarado,0.0,0.0,,SIM,13544.0,13544.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E05,Ponto de ônibus,Faces,3516309001,V05415,Sim,62.0,18.61861861861862,18.731117824773413,NÃO,333.0,331.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E05,Ponto de ônibus,Faces,3516309001,V05416,Não,269.0,80.78078078078079,81.2688821752266,NÃO,333.0,331.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E05,Ponto de ônibus,Faces,3516309001,V05417,Não declarado,2.0,0.6006006006006006,,SIM,333.0,331.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E06,Via sinalizada para bicicleta,Domicílios,3516309001,V05018,Sim,309.0,6.35410240592227,6.35410240592227,NÃO,4863.0,4863.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E06,Via sinalizada para bicicleta,Domicílios,3516309001,V05019,Não,4554.0,93.64589759407774,93.64589759407774,NÃO,4863.0,4863.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E06,Via sinalizada para bicicleta,Domicílios,3516309001,V05020,Não declarado,0.0,0.0,,SIM,4863.0,4863.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E06,Via sinalizada para bicicleta,Moradores,3516309001,V05218,Sim,820.0,6.0543414057885405,6.0543414057885405,NÃO,13544.0,13544.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E06,Via sinalizada para bicicleta,Moradores,3516309001,V05219,Não,12724.0,93.94565859421145,93.94565859421145,NÃO,13544.0,13544.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E06,Via sinalizada para bicicleta,Moradores,3516309001,V05220,Não declarado,0.0,0.0,,SIM,13544.0,13544.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E06,Via sinalizada para bicicleta,Faces,3516309001,V05418,Sim,11.0,3.303303303303303,3.3232628398791544,NÃO,333.0,331.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E06,Via sinalizada para bicicleta,Faces,3516309001,V05419,Não,320.0,96.09609609609609,96.67673716012085,NÃO,333.0,331.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E06,Via sinalizada para bicicleta,Faces,3516309001,V05420,Não declarado,2.0,0.6006006006006006,,SIM,333.0,331.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E07,Calçada,Domicílios,3516309001,V05021,Sim,4502.0,92.5765988073206,92.5765988073206,NÃO,4863.0,4863.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E07,Calçada,Domicílios,3516309001,V05022,Não,361.0,7.423401192679416,7.423401192679416,NÃO,4863.0,4863.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E07,Calçada,Domicílios,3516309001,V05023,Não declarado,0.0,0.0,,SIM,4863.0,4863.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E07,Calçada,Moradores,3516309001,V05221,Sim,12496.0,92.26225634967513,92.26225634967513,NÃO,13544.0,13544.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E07,Calçada,Moradores,3516309001,V05222,Não,1048.0,7.737743650324867,7.737743650324867,NÃO,13544.0,13544.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E07,Calçada,Moradores,3516309001,V05223,Não declarado,0.0,0.0,,SIM,13544.0,13544.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E07,Calçada,Faces,3516309001,V05421,Sim,265.0,79.57957957957959,80.06042296072508,NÃO,333.0,331.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E07,Calçada,Faces,3516309001,V05422,Não,66.0,19.81981981981982,19.939577039274926,NÃO,333.0,331.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E07,Calçada,Faces,3516309001,V05423,Não declarado,2.0,0.6006006006006006,,SIM,333.0,331.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E08,Obstáculo na calçada,Domicílios,3516309001,V05024,Sim,3910.0,80.40304338885461,86.85028876055087,NÃO,4863.0,4502.0,Domínio aplicável = Sim + Não; Não declarado coincide com ausência/não aplicação de calçada.
E08,Obstáculo na calçada,Domicílios,3516309001,V05025,Não,592.0,12.173555418465968,13.149711239449132,NÃO,4863.0,4502.0,Domínio aplicável = Sim + Não; Não declarado coincide com ausência/não aplicação de calçada.
E08,Obstáculo na calçada,Domicílios,3516309001,V05026,Não declarado,361.0,7.423401192679416,,SIM,4863.0,4502.0,Domínio aplicável = Sim + Não; Não declarado coincide com ausência/não aplicação de calçada.
E08,Obstáculo na calçada,Moradores,3516309001,V05224,Sim,10964.0,80.95097460129946,87.74007682458387,NÃO,13544.0,12496.0,Domínio aplicável = Sim + Não; Não declarado coincide com ausência/não aplicação de calçada.
E08,Obstáculo na calçada,Moradores,3516309001,V05225,Não,1532.0,11.311281748375665,12.259923175416134,NÃO,13544.0,12496.0,Domínio aplicável = Sim + Não; Não declarado coincide com ausência/não aplicação de calçada.
E08,Obstáculo na calçada,Moradores,3516309001,V05226,Não declarado,1048.0,7.737743650324867,,SIM,13544.0,12496.0,Domínio aplicável = Sim + Não; Não declarado coincide com ausência/não aplicação de calçada.
E08,Obstáculo na calçada,Faces,3516309001,V05424,Sim,225.0,67.56756756756756,84.90566037735849,NÃO,333.0,265.0,Domínio aplicável = Sim + Não; Não declarado coincide com ausência/não aplicação de calçada.
E08,Obstáculo na calçada,Faces,3516309001,V05425,Não,40.0,12.012012012012011,15.09433962264151,NÃO,333.0,265.0,Domínio aplicável = Sim + Não; Não declarado coincide com ausência/não aplicação de calçada.
E08,Obstáculo na calçada,Faces,3516309001,V05426,Não declarado,68.0,20.42042042042042,,SIM,333.0,265.0,Domínio aplicável = Sim + Não; Não declarado coincide com ausência/não aplicação de calçada.
E09,Rampa para cadeirante,Domicílios,3516309001,V05027,Sim,107.0,2.200287888134896,2.3767214571301643,NÃO,4863.0,4502.0,Domínio aplicável = Sim + Não; Não declarado coincide com ausência/não aplicação de calçada.
E09,Rampa para cadeirante,Domicílios,3516309001,V05028,Não,4395.0,90.37631091918568,97.62327854286984,NÃO,4863.0,4502.0,Domínio aplicável = Sim + Não; Não declarado coincide com ausência/não aplicação de calçada.
E09,Rampa para cadeirante,Domicílios,3516309001,V05029,Não declarado,361.0,7.423401192679416,,SIM,4863.0,4502.0,Domínio aplicável = Sim + Não; Não declarado coincide com ausência/não aplicação de calçada.
E09,Rampa para cadeirante,Moradores,3516309001,V05227,Sim,279.0,2.059952746603662,2.2327144686299616,NÃO,13544.0,12496.0,Domínio aplicável = Sim + Não; Não declarado coincide com ausência/não aplicação de calçada.
E09,Rampa para cadeirante,Moradores,3516309001,V05228,Não,12217.0,90.20230360307147,97.76728553137004,NÃO,13544.0,12496.0,Domínio aplicável = Sim + Não; Não declarado coincide com ausência/não aplicação de calçada.
E09,Rampa para cadeirante,Moradores,3516309001,V05229,Não declarado,1048.0,7.737743650324867,,SIM,13544.0,12496.0,Domínio aplicável = Sim + Não; Não declarado coincide com ausência/não aplicação de calçada.
E09,Rampa para cadeirante,Faces,3516309001,V05427,Sim,7.0,2.1021021021021022,2.6415094339622645,NÃO,333.0,265.0,Domínio aplicável = Sim + Não; Não declarado coincide com ausência/não aplicação de calçada.
E09,Rampa para cadeirante,Faces,3516309001,V05428,Não,258.0,77.47747747747748,97.35849056603773,NÃO,333.0,265.0,Domínio aplicável = Sim + Não; Não declarado coincide com ausência/não aplicação de calçada.
E09,Rampa para cadeirante,Faces,3516309001,V05429,Não declarado,68.0,20.42042042042042,,SIM,333.0,265.0,Domínio aplicável = Sim + Não; Não declarado coincide com ausência/não aplicação de calçada.
E10,Arborização,Domicílios,3516309001,V05030,Sem árvores,1567.0,32.22290767016245,32.22290767016245,NÃO,4863.0,4863.0,Domínio aplicável = classes substantivas de arborização; Saltado fica fora.
E10,Arborização,Domicílios,3516309001,V05031,1 a 2 árvores,825.0,16.964836520666253,16.964836520666253,NÃO,4863.0,4863.0,Domínio aplicável = classes substantivas de arborização; Saltado fica fora.
E10,Arborização,Domicílios,3516309001,V05032,3 a 4 árvores,1328.0,27.308245938720955,27.308245938720955,NÃO,4863.0,4863.0,Domínio aplicável = classes substantivas de arborização; Saltado fica fora.
E10,Arborização,Domicílios,3516309001,V05033,5 ou mais árvores,1143.0,23.50400987045034,23.50400987045034,NÃO,4863.0,4863.0,Domínio aplicável = classes substantivas de arborização; Saltado fica fora.
E10,Arborização,Domicílios,3516309001,V05034,Saltado,0.0,0.0,,SIM,4863.0,4863.0,Domínio aplicável = classes substantivas de arborização; Saltado fica fora.
E10,Arborização,Moradores,3516309001,V05230,Sem árvores,4295.0,31.71145894861193,31.71145894861193,NÃO,13544.0,13544.0,Domínio aplicável = classes substantivas de arborização; Saltado fica fora.
E10,Arborização,Moradores,3516309001,V05231,1 a 2 árvores,2381.0,17.57974010632014,17.57974010632014,NÃO,13544.0,13544.0,Domínio aplicável = classes substantivas de arborização; Saltado fica fora.
E10,Arborização,Moradores,3516309001,V05232,3 a 4 árvores,3705.0,27.355286473715296,27.355286473715296,NÃO,13544.0,13544.0,Domínio aplicável = classes substantivas de arborização; Saltado fica fora.
E10,Arborização,Moradores,3516309001,V05233,5 ou mais árvores,3163.0,23.35351447135263,23.35351447135263,NÃO,13544.0,13544.0,Domínio aplicável = classes substantivas de arborização; Saltado fica fora.
E10,Arborização,Moradores,3516309001,V05234,Saltado,0.0,0.0,,SIM,13544.0,13544.0,Domínio aplicável = classes substantivas de arborização; Saltado fica fora.
E10,Arborização,Faces,3516309001,V05430,Sem árvores,145.0,43.54354354354354,43.80664652567976,NÃO,333.0,331.0,Domínio aplicável = classes substantivas de arborização; Saltado fica fora.
E10,Arborização,Faces,3516309001,V05431,1 a 2 árvores,65.0,19.51951951951952,19.637462235649547,NÃO,333.0,331.0,Domínio aplicável = classes substantivas de arborização; Saltado fica fora.
E10,Arborização,Faces,3516309001,V05432,3 a 4 árvores,61.0,18.31831831831832,18.429003021148034,NÃO,333.0,331.0,Domínio aplicável = classes substantivas de arborização; Saltado fica fora.
E10,Arborização,Faces,3516309001,V05433,5 ou mais árvores,60.0,18.01801801801802,18.12688821752266,NÃO,333.0,331.0,Domínio aplicável = classes substantivas de arborização; Saltado fica fora.
E10,Arborização,Faces,3516309001,V05434,Saltado,2.0,0.6006006006006006,,SIM,333.0,331.0,Domínio aplicável = classes substantivas de arborização; Saltado fica fora.
E01,Circulação da via,Domicílios,3516309002,V05001,"Caminhão, ônibus",6735.0,82.99445471349352,83.15841461908877,NÃO,8115.0,8099.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Domicílios,3516309002,V05002,Carros de passeio ou van,1034.0,12.741836105976587,12.767008272626251,NÃO,8115.0,8099.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Domicílios,3516309002,V05003,"Pedestres, bicicletas e motocicletas",330.0,4.066543438077634,4.0745771082849735,NÃO,8115.0,8099.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Domicílios,3516309002,V05004,Aquavia,0.0,0.0,0.0,NÃO,8115.0,8099.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Domicílios,3516309002,V05005,Saltado,16.0,0.1971657424522489,,SIM,8115.0,8099.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Moradores,3516309002,V05201,"Caminhão, ônibus",19547.0,82.69312124545223,82.86138194150064,NÃO,23638.0,23590.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Moradores,3516309002,V05202,Carros de passeio ou van,3029.0,12.814112869109062,12.840186519711741,NÃO,23638.0,23590.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Moradores,3516309002,V05203,"Pedestres, bicicletas e motocicletas",1014.0,4.289703020560115,4.2984315387876215,NÃO,23638.0,23590.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Moradores,3516309002,V05204,Aquavia,0.0,0.0,0.0,NÃO,23638.0,23590.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Moradores,3516309002,V05205,Saltado,48.0,0.20306286487858533,,SIM,23638.0,23590.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Faces,3516309002,V05401,"Caminhão, ônibus",444.0,66.76691729323309,67.37481031866464,NÃO,665.0,659.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Faces,3516309002,V05402,Carros de passeio ou van,116.0,17.44360902255639,17.602427921092563,NÃO,665.0,659.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Faces,3516309002,V05403,"Pedestres, bicicletas e motocicletas",99.0,14.887218045112782,15.022761760242792,NÃO,665.0,659.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Faces,3516309002,V05404,Aquavia,0.0,0.0,0.0,NÃO,665.0,659.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E01,Circulação da via,Faces,3516309002,V05405,Saltado,6.0,0.9022556390977444,,SIM,665.0,659.0,Domínio aplicável = categorias substantivas de circulação; Saltado fica fora.
E02,Pavimentação,Domicílios,3516309002,V05006,Sim,6679.0,82.30437461491066,82.46697123101617,NÃO,8115.0,8099.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E02,Pavimentação,Domicílios,3516309002,V05007,Não,1420.0,17.498459642637094,17.533028768983826,NÃO,8115.0,8099.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E02,Pavimentação,Domicílios,3516309002,V05008,Não declarado,16.0,0.1971657424522489,,SIM,8115.0,8099.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E02,Pavimentação,Moradores,3516309002,V05206,Sim,19477.0,82.39698790083764,82.56464603645612,NÃO,23638.0,23590.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E02,Pavimentação,Moradores,3516309002,V05207,Não,4113.0,17.399949234283778,17.435353963543875,NÃO,23638.0,23590.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E02,Pavimentação,Moradores,3516309002,V05208,Não declarado,48.0,0.20306286487858533,,SIM,23638.0,23590.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E02,Pavimentação,Faces,3516309002,V05406,Sim,477.0,71.72932330827068,72.3823975720789,NÃO,665.0,659.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E02,Pavimentação,Faces,3516309002,V05407,Não,182.0,27.368421052631582,27.617602427921096,NÃO,665.0,659.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E02,Pavimentação,Faces,3516309002,V05408,Não declarado,6.0,0.9022556390977444,,SIM,665.0,659.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E03,Bueiro / boca de lobo,Domicílios,3516309002,V05009,Sim,3757.0,46.2969808995687,46.3884430176565,NÃO,8115.0,8099.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E03,Bueiro / boca de lobo,Domicílios,3516309002,V05010,Não,4342.0,53.50585335797905,53.6115569823435,NÃO,8115.0,8099.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E03,Bueiro / boca de lobo,Domicílios,3516309002,V05011,Não declarado,16.0,0.1971657424522489,,SIM,8115.0,8099.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E03,Bueiro / boca de lobo,Moradores,3516309002,V05209,Sim,11039.0,46.70022844572299,46.79525222551929,NÃO,23638.0,23590.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E03,Bueiro / boca de lobo,Moradores,3516309002,V05210,Não,12551.0,53.09670868939843,53.20474777448071,NÃO,23638.0,23590.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E03,Bueiro / boca de lobo,Moradores,3516309002,V05211,Não declarado,48.0,0.20306286487858533,,SIM,23638.0,23590.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E03,Bueiro / boca de lobo,Faces,3516309002,V05409,Sim,233.0,35.037593984962406,35.35660091047041,NÃO,665.0,659.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E03,Bueiro / boca de lobo,Faces,3516309002,V05410,Não,426.0,64.06015037593986,64.64339908952958,NÃO,665.0,659.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E03,Bueiro / boca de lobo,Faces,3516309002,V05411,Não declarado,6.0,0.9022556390977444,,SIM,665.0,659.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E04,Iluminação pública,Domicílios,3516309002,V05012,Sim,7982.0,98.36105976586568,98.5553772070626,NÃO,8115.0,8099.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
E04,Iluminação pública,Domicílios,3516309002,V05013,Não,117.0,1.4417744916820703,1.4446227929373996,NÃO,8115.0,8099.0,Domínio aplicável = Sim + Não; Não declarado coincide com circulação Aquavia + Saltado.
